ˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉ
 NANO Node Vote Tallies → Grouped by [Root Hash] → Sorted by [Timestamp]
ˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍˍ
  498x ROOT: 4070C203A31F0C8DC895EEEAEB358D3806CD342B876E55B51AD75D2EE03FF25A
 MAIN BLOCK: 4FE0807D6666E4389381A91A34BAC3A06A906E67950722A6AB3476799A5271EA 
 FORK BLOCK: 070BFF6310BA814F2E94C22C5592F61A7D7D119CEDDB5DD751F60CFDE5D097DD
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         70,29% |           0,13% |   [2018-06-18 09:41:32.124285]
         71,93% |           0,13% |   [2018-06-18 09:41:32.199353]
         71,93% |           0,13% |   [2018-06-18 09:41:32.273281]
         71,93% |           0,13% |   [2018-06-18 09:41:32.316330]
         71,93% |           0,13% |   [2018-06-18 09:41:32.329330]
         71,93% |           0,13% |   [2018-06-18 09:41:32.433534]
         71,93% |           0,13% |   [2018-06-18 09:41:32.553640]
         71,93% |           0,13% |   [2018-06-18 09:41:32.556663]
         71,93% |           0,13% |   [2018-06-18 09:41:32.905133]
         71,93% |           0,13% |   [2018-06-18 09:41:34.346718]
         71,93% |           0,13% |   [2018-06-18 09:41:35.759408]
         71,93% |           0,13% |   [2018-06-18 09:41:39.286830]
         71,93% |           0,13% |   [2018-06-18 09:41:39.298830]
         71,93% |           0,13% |   [2018-06-18 09:41:39.521694]
         71,93% |           0,13% |   [2018-06-18 09:41:39.587847]
         71,93% |           0,13% |   [2018-06-18 09:41:39.598845]
         71,93% |           0,13% |   [2018-06-18 09:41:39.643844]
         71,93% |           0,13% |   [2018-06-18 09:41:39.751152]
         71,93% |           0,13% |   [2018-06-18 09:41:39.799150]
         71,93% |           0,13% |   [2018-06-18 09:41:39.839757]
         71,93% |           0,13% |   [2018-06-18 09:41:40.132063]
         71,93% |           0,13% |   [2018-06-18 09:41:44.494338]
         71,93% |           0,13% |   [2018-06-18 09:41:44.685458]
         71,93% |           0,13% |   [2018-06-18 09:41:44.799435]
         71,93% |           0,13% |   [2018-06-18 09:41:44.817435]
         71,93% |           0,13% |   [2018-06-18 09:41:45.174212]
         72,01% |           0,13% |   [2018-06-18 09:41:50.663203]
         72,65% |           0,13% |   [2018-06-18 09:41:50.668201]
         73,20% |           0,13% |   [2018-06-18 09:41:50.674241]
         73,38% |           0,13% |   [2018-06-18 09:41:50.675239]
         74,21% |           0,13% |   [2018-06-18 09:41:50.676239]
         74,21% |           0,21% |   [2018-06-18 09:41:50.793522]
         74,21% |           0,21% |   [2018-06-18 09:41:58.442633]
         74,21% |           0,21% |   [2018-06-18 09:41:58.599638]
         74,21% |           0,21% |   [2018-06-18 09:41:58.698660]
         74,21% |           0,21% |   [2018-06-18 09:42:01.402039]
         74,21% |           0,21% |   [2018-06-18 09:42:01.509223]
         74,21% |           0,21% |   [2018-06-18 09:42:01.605383]
         74,21% |           0,21% |   [2018-06-18 09:42:01.669432]
         74,21% |           0,21% |   [2018-06-18 09:42:01.777797]
         74,21% |           0,21% |   [2018-06-18 09:42:01.823917]
         74,21% |           0,21% |   [2018-06-18 09:42:01.831907]
         74,21% |           0,21% |   [2018-06-18 09:42:01.840916]
         74,21% |           0,21% |   [2018-06-18 09:42:01.899136]
         74,21% |           0,21% |   [2018-06-18 09:42:01.934186]
         74,21% |           0,21% |   [2018-06-18 09:42:02.007184]
         74,21% |           0,21% |   [2018-06-18 09:42:02.155376]
         39,23% |           0,13% |   [2018-06-18 09:57:38.109283]
         39,57% |           0,13% |   [2018-06-18 09:57:38.135282]
         39,64% |           0,13% |   [2018-06-18 09:57:50.837475]
         39,64% |           0,21% |   [2018-06-18 09:57:50.967852]
         39,64% |           0,21% |   [2018-06-18 09:57:56.979109]
         40,08% |           0,21% |   [2018-06-18 09:57:57.187542]
         40,08% |           0,21% |   [2018-06-18 09:57:57.297328]
         40,18% |           0,21% |   [2018-06-18 09:57:57.315331]
         40,18% |           0,21% |   [2018-06-18 09:57:57.817089]
         40,18% |           0,21% |   [2018-06-18 09:58:05.702336]
         40,38% |           0,21% |   [2018-06-18 09:58:05.714339]
         40,81% |           0,21% |   [2018-06-18 09:58:05.724905]
         41,01% |           0,21% |   [2018-06-18 09:58:05.746904]
         41,01% |           0,21% |   [2018-06-18 09:58:05.761906]
         42,72% |           0,21% |   [2018-06-18 09:58:05.771910]
         43,37% |           0,21% |   [2018-06-18 09:58:05.779939]
         43,37% |           0,21% |   [2018-06-18 09:58:05.796994]
         44,18% |           0,21% |   [2018-06-18 09:58:05.797988]
         44,18% |           0,21% |   [2018-06-18 09:58:05.821094]
         44,18% |           0,21% |   [2018-06-18 09:58:05.823093]
         44,18% |           0,21% |   [2018-06-18 09:58:05.882380]
         44,18% |           0,21% |   [2018-06-18 09:58:05.908413]
         44,18% |           0,21% |   [2018-06-18 09:58:05.918382]
         44,18% |           0,21% |   [2018-06-18 09:58:05.990521]
         46,89% |           0,21% |   [2018-06-18 09:58:06.001565]
         47,58% |           0,21% |   [2018-06-18 09:58:06.012555]
         53,48% |           0,21% |   [2018-06-18 09:58:06.313546]
         57,83% |           0,21% |   [2018-06-18 09:58:06.316545]
         60,65% |           0,21% |   [2018-06-18 09:58:06.318545]
         64,46% |           0,21% |   [2018-06-18 09:58:06.320561]
         64,46% |           0,21% |   [2018-06-18 09:58:06.627365]
         73,81% |           0,21% |   [2018-06-18 09:58:06.722483]
         46,70% |           0,14% |   [2018-06-18 10:11:54.031434]
         49,58% |           0,14% |   [2018-06-18 10:11:55.566401]
         49,58% |           0,14% |   [2018-06-18 10:11:55.861606]
         62,49% |           0,14% |   [2018-06-18 10:11:56.493008]
         62,49% |           0,14% |   [2018-06-18 10:12:01.113643]
         62,49% |           0,14% |   [2018-06-18 10:12:02.915342]
         62,69% |           0,14% |   [2018-06-18 10:12:04.622716]
         62,80% |           0,14% |   [2018-06-18 10:12:05.566445]
         68,39% |           0,14% |   [2018-06-18 10:12:05.893042]
         68,82% |           0,14% |   [2018-06-18 10:12:06.650789]
         68,82% |           0,14% |   [2018-06-18 10:12:10.263685]
         70,79% |           0,14% |   [2018-06-18 10:12:10.325762]
         70,79% |           0,14% |   [2018-06-18 10:12:10.904940]
         70,79% |           0,14% |   [2018-06-18 10:12:11.067763]
         70,79% |           0,14% |   [2018-06-18 10:12:11.078763]
         70,79% |           0,14% |   [2018-06-18 10:12:11.088765]
         71,44% |           0,14% |   [2018-06-18 10:12:11.093767]
         71,44% |           0,14% |   [2018-06-18 10:12:11.240180]
         71,44% |           0,14% |   [2018-06-18 10:12:11.252191]
         71,88% |           0,14% |   [2018-06-18 10:12:11.269203]
         71,88% |           0,14% |   [2018-06-18 10:12:11.340001]
         71,88% |           0,14% |   [2018-06-18 10:12:11.394118]
         71,88% |           0,14% |   [2018-06-18 10:12:11.418120]
         71,88% |           0,14% |   [2018-06-18 10:12:12.230139]
         71,88% |           0,14% |   [2018-06-18 10:12:12.335435]
         71,88% |           0,14% |   [2018-06-18 10:12:12.485493]
         71,88% |           0,14% |   [2018-06-18 10:12:12.546998]
         71,88% |           0,14% |   [2018-06-18 10:12:12.597085]
         71,88% |           0,14% |   [2018-06-18 10:12:12.664066]
         72,69% |           0,14% |   [2018-06-18 10:12:12.711210]
         72,69% |           0,14% |   [2018-06-18 10:12:12.747418]
         72,69% |           0,14% |   [2018-06-18 10:12:12.757464]
         72,69% |           0,14% |   [2018-06-18 10:12:12.872589]
         75,42% |           0,14% |   [2018-06-18 10:12:12.938592]
         75,42% |           0,14% |   [2018-06-18 10:12:12.948591]
         75,42% |           0,14% |   [2018-06-18 10:12:13.102588]
         76,11% |           0,14% |   [2018-06-18 10:12:13.272864]
         76,11% |           0,14% |   [2018-06-18 10:12:13.574168]
         76,11% |           0,14% |   [2018-06-18 10:12:13.765317]
         76,11% |           0,14% |   [2018-06-18 10:12:13.998310]
         76,11% |           0,14% |   [2018-06-18 10:12:14.169345]
         76,22% |           0,14% |   [2018-06-18 10:12:14.191343]
         76,22% |           0,14% |   [2018-06-18 10:12:14.753214]
         76,22% |           0,14% |   [2018-06-18 10:12:14.950736]
         76,22% |           0,14% |   [2018-06-18 10:12:15.528602]
         76,22% |           0,14% |   [2018-06-18 10:12:15.957045]
         76,22% |           0,14% |   [2018-06-18 10:12:16.036912]
         76,22% |           0,14% |   [2018-06-18 10:12:16.697890]
         76,22% |           0,14% |   [2018-06-18 10:12:17.338783]
         76,22% |           0,14% |   [2018-06-18 10:12:17.444897]
         76,22% |           0,14% |   [2018-06-18 10:12:18.284495]
         76,22% |           0,14% |   [2018-06-18 10:12:18.298679]
         76,22% |           0,14% |   [2018-06-18 10:12:19.128203]
         76,22% |           0,14% |   [2018-06-18 10:12:19.464677]
         76,22% |           0,14% |   [2018-06-18 10:12:19.828182]
         76,22% |           0,14% |   [2018-06-18 10:12:19.850182]
         76,22% |           0,14% |   [2018-06-18 10:12:19.931232]
         76,22% |           0,14% |   [2018-06-18 10:12:20.009378]
         76,22% |           0,14% |   [2018-06-18 10:12:20.079342]
         76,22% |           0,14% |   [2018-06-18 10:12:20.154404]
         76,22% |           0,14% |   [2018-06-18 10:12:20.313595]
         76,22% |           0,14% |   [2018-06-18 10:12:20.344996]
         76,22% |           0,14% |   [2018-06-18 10:12:21.753841]
         76,22% |           0,14% |   [2018-06-18 10:12:21.850837]
         76,22% |           0,14% |   [2018-06-18 10:12:21.885840]
         76,22% |           0,14% |   [2018-06-18 10:12:22.548669]
         76,22% |           0,14% |   [2018-06-18 10:12:22.592642]
         76,22% |           0,14% |   [2018-06-18 10:12:30.524125]
         76,22% |           0,14% |   [2018-06-18 10:12:30.794126]
         76,22% |           0,14% |   [2018-06-18 10:12:31.733896]
         76,22% |           0,14% |   [2018-06-18 10:12:31.763894]
         76,22% |           0,14% |   [2018-06-18 10:12:31.956632]
         76,22% |           0,14% |   [2018-06-18 10:12:32.038572]
         76,22% |           0,14% |   [2018-06-18 10:12:32.097824]
         76,22% |           0,14% |   [2018-06-18 10:12:32.528722]
         76,22% |           0,14% |   [2018-06-18 10:12:36.966183]
         76,22% |           0,14% |   [2018-06-18 10:12:37.171301]
         76,22% |           0,14% |   [2018-06-18 10:12:37.663985]
         76,22% |           0,14% |   [2018-06-18 10:12:37.676987]
         76,22% |           0,14% |   [2018-06-18 10:12:37.845654]
         77,05% |           0,14% |   [2018-06-18 10:12:37.892034]
         77,05% |           0,14% |   [2018-06-18 10:12:39.618540]
         77,05% |           0,14% |   [2018-06-18 10:12:39.686546]
         77,05% |           0,14% |   [2018-06-18 10:12:39.698538]
         77,05% |           0,14% |   [2018-06-18 10:12:39.787545]
         77,05% |           0,14% |   [2018-06-18 10:12:39.827538]
         77,05% |           0,14% |   [2018-06-18 10:12:39.838538]
         77,05% |           0,14% |   [2018-06-18 10:12:39.890656]
         77,05% |           0,14% |   [2018-06-18 10:12:39.941562]
         77,05% |           0,14% |   [2018-06-18 10:12:39.998674]
         77,05% |           0,14% |   [2018-06-18 10:12:40.019678]
         77,05% |           0,14% |   [2018-06-18 10:12:40.032713]
         77,05% |           0,14% |   [2018-06-18 10:12:40.090870]
         77,05% |           0,14% |   [2018-06-18 10:12:40.239954]
         77,05% |           0,14% |   [2018-06-18 10:12:40.309952]
         77,05% |           0,14% |   [2018-06-18 10:12:40.329960]
         77,05% |           0,14% |   [2018-06-18 10:12:40.331951]
         77,05% |           0,14% |   [2018-06-18 10:12:40.455948]
         51,30% |           0,13% |   [2018-06-18 10:16:29.772226]
         51,30% |           0,13% |   [2018-06-18 10:16:29.806262]
         51,43% |           0,13% |   [2018-06-18 10:16:30.685075]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
   13x ROOT: BAE6CA6FA38DDC6B08B49B2E44B3E09783AD26EDF001B1371A9C18F830CD0E56
 MAIN BLOCK: 35927EF729CF0C307D2B9BD28DD1CEC2327302BCF07FD13D97DF002208A4F0D1 
 FORK BLOCK: A3212E7AB5A11ED836812FD081C5015117AE0107AB3EDC59BC724B1D35E69564
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         38,48% |           0,08% |   [2018-06-18 07:32:13.612356]
         46,90% |           0,08% |   [2018-06-18 07:32:13.623367]
         56,28% |           0,08% |   [2018-06-18 07:32:13.651355]
         60,64% |           0,08% |   [2018-06-18 07:32:13.665364]
         66,53% |           0,08% |   [2018-06-18 07:32:13.680355]
         69,35% |           0,08% |   [2018-06-18 07:32:13.716369]
         69,31% |           0,08% |   [2018-06-18 07:32:34.131600]
         69,31% |           0,08% |   [2018-06-18 07:32:48.077947]
         69,31% |           0,08% |   [2018-06-18 07:32:48.289648]
         69,41% |           0,08% |   [2018-06-18 07:32:48.703491]
         69,41% |           0,08% |   [2018-06-18 07:32:48.914203]
         69,84% |           0,08% |   [2018-06-18 07:33:01.988031]
         69,84% |           0,08% |   [2018-06-18 07:33:14.082352]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
   10x ROOT: 43D8BF03734844720B6D64B87D4173015487135B79EBBC72ACDCAD9D600E2E3F
 MAIN BLOCK: 4892A0696CAA1B68CC0DC054EEDAD04B8FDE2977AA1FD5E234E0A862F8C851AE 
 FORK BLOCK: 753195A665861D61F5E104B15D278053BBA5FB3452668DDD52DBFE489602AAEC
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         44,18% |           0,00% |   [2018-06-18 05:00:05.244015]
         52,61% |           0,00% |   [2018-06-18 05:00:05.244999]
         53,15% |           0,00% |   [2018-06-18 05:00:05.245999]
         54,77% |           0,00% |   [2018-06-18 05:00:05.261000]
         64,57% |           0,00% |   [2018-06-18 05:00:05.275999]
         68,68% |           0,00% |   [2018-06-18 05:00:05.313997]
         71,40% |           0,00% |   [2018-06-18 05:00:05.362996]
         71,83% |           0,00% |   [2018-06-18 05:00:05.373011]
         72,05% |           0,00% |   [2018-06-18 05:00:05.814983]
         71,76% |           0,00% |   [2018-06-18 05:00:47.163842]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    9x ROOT: BD8E3D0B1DE58A3111CC7AD82EE6C306B43E41BF5186C24C42565FDE6517FFFF
 MAIN BLOCK: BBD2C7704DBEF5D70EA7DE7A904AFE91CC08A292324886874FB259008C7A0DB0 
 FORK BLOCK: E06AC740A678ABFA7D893ECDAC717E7F1BA9D75A01F28D53BD40F052EF26BE6F
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         40,29% |           0,00% |   [2018-06-18 05:01:51.380631]
         53,31% |           0,00% |   [2018-06-18 05:01:51.382631]
         54,96% |           0,00% |   [2018-06-18 05:01:51.384632]
         64,69% |           0,00% |   [2018-06-18 05:01:51.385631]
         69,09% |           0,00% |   [2018-06-18 05:01:51.387632]
         71,89% |           0,00% |   [2018-06-18 05:01:51.388631]
         71,89% |           0,00% |   [2018-06-18 05:01:51.390632]
         71,16% |           0,00% |   [2018-06-18 05:02:34.646682]
         71,16% |           0,00% |   [2018-06-18 05:02:38.643732]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    9x ROOT: 9E03251C1126A54B92A6D91137E2B79EF01C47CBE8D8AC712BEA0DEC73A50F40
 MAIN BLOCK: BF74290DDE53578DCDA0FA5821E54B97D646113ED1ED603CAF460299C2CC929A 
 FORK BLOCK: 024A762D45C70C769A658E6A1FA0CB9F898B0982222CD1FAE8EB7D1D7DF98D68
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         49,04% |           0,00% |   [2018-06-18 05:01:55.502970]
         58,77% |           0,00% |   [2018-06-18 05:01:55.535968]
         63,17% |           0,00% |   [2018-06-18 05:01:55.540968]
         63,60% |           0,00% |   [2018-06-18 05:01:55.581968]
         66,40% |           0,00% |   [2018-06-18 05:01:55.599967]
         65,66% |           0,00% |   [2018-06-18 05:02:34.650667]
         65,84% |           0,00% |   [2018-06-18 05:02:38.670761]
         66,53% |           0,00% |   [2018-06-18 05:02:45.037224]
         66,53% |           0,00% |   [2018-06-18 05:02:45.136312]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    9x ROOT: 8B379BCFC5D93306BC94F10B92962DA1D76A687EC2318F3DC78A4B01B2F2BE96
 MAIN BLOCK: 1FA1157CF89501370ACE35F06B1737D03514A29036F582C463E795F8A1914F9D 
 FORK BLOCK: 44605241F407F19630C02269994456A3236BAD1B4CA19354AD46B33372353B43
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         42,47% |           0,08% |   [2018-06-18 10:07:01.595751]
         51,82% |           0,08% |   [2018-06-18 10:07:01.605851]
         53,54% |           0,08% |   [2018-06-18 10:07:01.616849]
         56,25% |           0,08% |   [2018-06-18 10:07:01.646859]
         62,14% |           0,08% |   [2018-06-18 10:07:01.662858]
         66,50% |           0,08% |   [2018-06-18 10:07:01.685857]
         69,32% |           0,08% |   [2018-06-18 10:07:01.735856]
         69,32% |           0,08% |   [2018-06-18 10:07:11.835138]
         70,06% |           0,08% |   [2018-06-18 10:07:42.912408]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    8x ROOT: D7FD755D0F77944DE458DDD5E1999CF169A761DA540C9EDCA403403CA40B2B2A
 MAIN BLOCK: EDEB9B7E4E7798CF264F234B26498943F559ED4F0D50FB8345A448AC1D819EF9 
 FORK BLOCK: E96A12C56E557C2AA5ABBAFE7D65FF6AA533D9651FEF2975733367D78CC57929
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         42,13% |           0,00% |   [2018-06-18 02:08:59.991649]
         45,78% |           0,00% |   [2018-06-18 02:09:00.038662]
         51,82% |           0,00% |   [2018-06-18 02:09:00.041662]
         64,80% |           0,00% |   [2018-06-18 02:09:00.043648]
         68,91% |           0,00% |   [2018-06-18 02:09:00.104647]
         71,82% |           0,00% |   [2018-06-18 02:09:00.154645]
         71,81% |           0,00% |   [2018-06-18 02:09:16.364954]
         71,81% |           0,00% |   [2018-06-18 02:09:40.173231]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    8x ROOT: 9D2F389A95BADB2657C53E883B26CD3D2C70D69363157E7D9E408A267AF8EE73
 MAIN BLOCK: 702CB54D5279645F3F938432A02433FECAAAFF8A9FB3B014D4AE4EFA7A0F1B55 
 FORK BLOCK: BB03AE92B0256AFECC88CB5401CF7026CCE375672ABA1DB7031E479CB4DA1346
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         40,44% |           0,00% |   [2018-06-18 05:00:10.918837]
         50,24% |           0,00% |   [2018-06-18 05:00:10.925837]
         54,35% |           0,00% |   [2018-06-18 05:00:10.928838]
         67,32% |           0,00% |   [2018-06-18 05:00:10.929838]
         67,54% |           0,00% |   [2018-06-18 05:00:10.943846]
         70,26% |           0,00% |   [2018-06-18 05:00:11.024841]
         70,43% |           0,00% |   [2018-06-18 05:00:11.137831]
         70,12% |           0,00% |   [2018-06-18 05:00:47.154838]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    8x ROOT: 4B32D136F2929695B29380A67A4E3573B0F7ACCA3B4C63E778FF414C2F6509E4
 MAIN BLOCK: A249029EFA0077BEBCF2BCC07446599C3D7ECF88FF114CF62DA36C7F49B24B4B 
 FORK BLOCK: 8AD01907273D08B226B3D061ABF3A257FB9DAAD44F3AFBD72B5545F5F8FA31BD
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         43,24% |           0,00% |   [2018-06-18 05:32:32.127311]
         44,91% |           0,00% |   [2018-06-18 05:32:32.129310]
         54,51% |           0,00% |   [2018-06-18 05:32:32.144309]
         58,86% |           0,00% |   [2018-06-18 05:32:32.178309]
         59,51% |           0,00% |   [2018-06-18 05:32:32.230306]
         62,32% |           0,00% |   [2018-06-18 05:32:32.232306]
         62,75% |           0,00% |   [2018-06-18 05:32:32.531298]
         71,16% |           0,00% |   [2018-06-18 05:33:13.295956]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    8x ROOT: 6733C75CD867C74A99B01F6FA622CB1D0B9B18A40BEF63CB88EB947ECAE699D7
 MAIN BLOCK: 104BE457A952DF68C0379D4C34635FA70EA4750862048FD021B8F226A008DDB2 
 FORK BLOCK: E5AD62FCDFCD97D7C38CE62FE110A7134BA361CDF9042615A112D7E87ACA03DD
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         46,43% |           0,00% |   [2018-06-18 06:17:05.178125]
         48,09% |           0,00% |   [2018-06-18 06:17:05.179125]
         54,10% |           0,00% |   [2018-06-18 06:17:05.181138]
         63,70% |           0,00% |   [2018-06-18 06:17:05.182150]
         68,05% |           0,00% |   [2018-06-18 06:17:05.253123]
         70,87% |           0,00% |   [2018-06-18 06:17:05.302144]
         70,85% |           0,00% |   [2018-06-18 06:17:20.825321]
         70,85% |           0,00% |   [2018-06-18 06:17:57.100927]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    8x ROOT: D7D49875EF776A133DD75346DDCCC18DA237A5153F68868C2A3A00CE4F106E2E
 MAIN BLOCK: 2B04890CDED6371FC98A5AC58C622E672857917F0A9488603500FC6C19FCCEFD 
 FORK BLOCK: 276240AE4DB9A13B32F62EBE3637DE127AFA85534A2C08A32584DEC4514D4640
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         46,55% |           0,00% |   [2018-06-18 07:17:39.552061]
         52,44% |           0,00% |   [2018-06-18 07:17:39.553062]
         62,01% |           0,00% |   [2018-06-18 07:17:39.561061]
         63,69% |           0,00% |   [2018-06-18 07:17:39.573061]
         68,05% |           0,00% |   [2018-06-18 07:17:39.623059]
         70,86% |           0,00% |   [2018-06-18 07:17:39.673058]
         71,04% |           0,00% |   [2018-06-18 07:17:40.371084]
         70,94% |           0,00% |   [2018-06-18 07:18:20.352749]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    8x ROOT: 94264904A7B57C334EA7B05F00189295F14206732F59771904391E727035728C
 MAIN BLOCK: 73743C5B1EE021739D685573DDB13D2BAAFD37087A2BFBD34B10D807F85A3EAF 
 FORK BLOCK: C24668798BD1A7EF9BB2F95B1420E170BE0EA3CB58810774EFCC6C354AFBD9C0
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         45,61% |           0,00% |   [2018-06-18 07:32:14.535329]
         47,33% |           0,00% |   [2018-06-18 07:32:14.552355]
         56,71% |           0,00% |   [2018-06-18 07:32:14.553329]
         62,60% |           0,00% |   [2018-06-18 07:32:14.609327]
         66,96% |           0,00% |   [2018-06-18 07:32:14.619328]
         69,78% |           0,00% |   [2018-06-18 07:32:14.665341]
         69,74% |           0,00% |   [2018-06-18 07:32:34.133600]
         69,74% |           0,00% |   [2018-06-18 07:33:14.084352]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    8x ROOT: CFE4189ACEB2C544F5AD7E3DD923A5106B6FD02EC72CFC478CB14754F47A5067
 MAIN BLOCK: 1F5DEF964CF295724BB9388DD1F99111467BDB6F7F3D15E914215AC7C8E7188F 
 FORK BLOCK: A8D8D6E6D97949E336587D5076F69EF428EA63AD0BB82A0EF28216533119EB8E
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         43,79% |           0,08% |   [2018-06-18 08:18:57.298782]
         45,51% |           0,08% |   [2018-06-18 08:18:57.301782]
         54,85% |           0,08% |   [2018-06-18 08:18:57.303780]
         60,75% |           0,08% |   [2018-06-18 08:18:57.354780]
         65,10% |           0,08% |   [2018-06-18 08:18:57.370781]
         67,92% |           0,08% |   [2018-06-18 08:18:57.410779]
         68,13% |           0,08% |   [2018-06-18 08:19:41.854636]
         68,46% |           0,08% |   [2018-06-18 08:19:41.898634]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    7x ROOT: 7001F09BCCA3A57859E2580501ED67B114EAFF88C232B9C8DB7B0DB7D648F927
 MAIN BLOCK: 28BE4829AAF158AB2C55B90542A7D0679972894B329CCDB6FD6F74FDD1A09C21 
 FORK BLOCK: BE30EB66A0C0C72A38075E2A7845ADA0070C7ED8DBA28AA3C12DF0539120BD54
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         42,06% |           0,00% |   [2018-06-18 05:00:11.278837]
         55,03% |           0,00% |   [2018-06-18 05:00:11.290841]
         64,83% |           0,00% |   [2018-06-18 05:00:11.308827]
         68,94% |           0,00% |   [2018-06-18 05:00:11.329825]
         71,66% |           0,00% |   [2018-06-18 05:00:11.418834]
         71,88% |           0,00% |   [2018-06-18 05:00:11.601817]
         71,59% |           0,00% |   [2018-06-18 05:00:47.166835]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    7x ROOT: 5D2195374F5A0AE6FB24A49FC394296825C5348509B56F898941425500EFF3C6
 MAIN BLOCK: F3AEDD36A149430560190C94290334A91E22E8619E36503D6160B07A9B807D80 
 FORK BLOCK: C1D457BC2EC0CEDDD20BEEF0F246F62349F5CB954B2CA88D1D3B41995A8CB615
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         40,39% |           0,00% |   [2018-06-18 05:00:11.498825]
         53,36% |           0,00% |   [2018-06-18 05:00:11.499823]
         63,16% |           0,00% |   [2018-06-18 05:00:11.501820]
         67,27% |           0,00% |   [2018-06-18 05:00:11.530819]
         69,99% |           0,00% |   [2018-06-18 05:00:11.580828]
         70,21% |           0,00% |   [2018-06-18 05:00:11.722824]
         69,91% |           0,00% |   [2018-06-18 05:00:47.156837]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    7x ROOT: D1A55DFE89B7942F3B26139CC71229FE64196A10F1898D30B565B53295D56FB2
 MAIN BLOCK: 61529C077D69FE2A0B3592AB0A8A9DE6845FBDB224B2FD913C0ECAFC539956EA 
 FORK BLOCK: 4D4FCD96F0D4228AACEB2B48DF20368099BE3E328BBA7F6C1862F6BB02BB78FD
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         46,53% |           0,00% |   [2018-06-18 05:01:55.161976]
         56,26% |           0,00% |   [2018-06-18 05:01:55.212983]
         64,69% |           0,00% |   [2018-06-18 05:01:55.213979]
         69,09% |           0,00% |   [2018-06-18 05:01:55.220979]
         71,89% |           0,00% |   [2018-06-18 05:01:55.302978]
         71,16% |           0,00% |   [2018-06-18 05:02:34.648668]
         71,16% |           0,00% |   [2018-06-18 05:02:38.659760]
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
    7x ROOT: C6C9B79989BF1C95A9CE473CAE6F4995EEBAAA92E8C426E5DEC395B8E70431E5
 MAIN BLOCK: 906BD25F592FF9E6BDF485D41CCA80B4B46D561A4D1AA5B79A26D44C58CA7EA2 
 FORK BLOCK: F4496023C83C45A6E41B8BEACF85A5508B180421E889B21B46FECC07E726969B
    MAIN BLOCK  |     FORK BLOCK  |                      TIMESTAMP
         41,93% |           0,00% |   [2018-06-18 05:01:55.372973]
         54,96% |           0,00% |   [2018-06-18 05:01:55.373976]
         59,36% |           0,00% |   [2018-06-18 05:01:55.379983]
         69,09% |           0,00% |   [2018-06-18 05:01:55.380973]
         71,89% |           0,00% |   [2018-06-18 05:01:55.457971]
         71,16% |           0,00% |   [2018-06-18 05:02:34.649668]
         71,16% |           0,00% |   [2018-06-18 05:02:38.665766]
--------------------------------------------------------------------------------
